congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
119,Senate,13,2025-01-23,1,13,74,25,-0.351,0.936,-0.409,-0.028,-25.482,PN1119,Nomination Confirmed,"John Ratcliffe, of Texas, to be Director of the Central Intelligence Agency",On the Nomination,
119,Senate,14,2025-01-23,1,14,51,49,0.227,-0.182,-0.613,-0.871,-0.579,PN117,Cloture Motion Agreed to,"Peter Hegseth, of Tennessee, to be Secretary of Defense",On the Cloture Motion,
119,Senate,15,2025-01-24,1,15,50,50,0.187,0.208,-0.874,-1.307,-4.186,PN117,Nomination Confirmed,"Peter Hegseth, of Tennessee, to be Secretary of Defense",On the Nomination,
119,Senate,16,2025-01-24,1,16,61,39,0.051,-0.841,-0.632,-1.141,-14.324,PN1111,Cloture Motion Agreed to,"Kristi Noem, of South Dakota, to be Secretary of Homeland Security",On the Cloture Motion,
119,Senate,17,2025-01-25,1,17,59,34,-0.109,-0.608,-0.668,-0.752,-11.927,PN1111,Nomination Confirmed,"Kristi Noem, of South Dakota, to be Secretary of Homeland Security",On the Nomination,
119,Senate,18,2025-01-25,1,18,67,23,-0.059,-0.998,-0.214,-0.323,-21.749,PN111,Cloture Motion Agreed to,"Scott Bessent, of South Carolina, to be Secretary of the Treasury",On the Cloture Motion,
119,Senate,19,2025-01-27,1,19,68,29,-0.335,0.942,-0.348,-0.085,-23.593,PN111,Nomination Confirmed,"Scott Bessent, of South Carolina, to be Secretary of the Treasury",On the Nomination,
119,Senate,20,2025-01-27,1,20,97,0,0.0,0.0,0.0,0.0,0.0,PN116,Cloture Motion Agreed to,"Sean Duffy, of Wisconsin, to be Secretary of Transportation",On the Cloture Motion,
119,Senate,21,2025-01-28,1,21,77,22,-0.275,0.961,-0.323,0.144,-27.855,PN116,Nomination Confirmed,"Sean Duffy, of Wisconsin, to be Secretary of Transportation",On the Nomination,
119,Senate,22,2025-01-28,1,22,54,45,-0.099,-0.177,-0.708,-0.401,-2.204,HR23,Cloture on the Motion to Proceed Rejected,"A bill to impose sanctions with respect to the International Criminal Court engaged in any effort to investigate, arrest, detain, or prosecute any protected person of the United States and its allies.",On Cloture on the Motion to Proceed,
119,Senate,23,2025-01-29,1,23,56,42,0.132,-0.991,-0.605,-0.892,-7.555,PN1123,Cloture Motion Agreed to,"Lee Zeldin, of New York, to be Administrator of the Environmental Protection Agency",On the Cloture Motion,
119,Senate,24,2025-01-29,1,24,56,42,0.132,-0.991,-0.605,-0.892,-7.555,PN1123,Nomination Confirmed,"Lee Zeldin, of New York, to be Administrator of the Environmental Protection Agency",On the Nomination,
119,Senate,25,2025-01-29,1,25,78,20,-0.214,-0.833,-0.237,-0.316,-24.974,PN113,Cloture Motion Agreed to,"Douglas Burgum, of North Dakota, to be Secretary of the Interior",On the Cloture Motion,
119,Senate,26,2025-01-30,1,26,79,18,-0.096,-0.995,-0.195,-0.414,-24.589,PN113,Nomination Confirmed,"Douglas Burgum, of North Dakota, to be Secretary of the Interior",On the Nomination,
119,Senate,27,2025-01-30,1,27,62,35,-0.122,-0.992,-0.545,-0.39,-15.505,PN1115,Cloture Motion Agreed to,"Christopher Wright, of Colorado, to be Secretary of Energy",On the Cloture Motion,
119,Senate,28,2025-01-30,1,28,83,13,0.22,-0.92,-0.288,-1.754,-20.217,PN115,Cloture Motion Agreed to,"Douglas Collins, of Georgia, to be Secretary of Veterans Affairs",On the Cloture Motion,
119,Senate,29,2025-02-03,1,29,51,46,-0.009,-0.349,-0.705,0.308,-0.062,PN1122,Motion to Proceed Agreed to,"Russell Vought, of Virginia, to be Director of the Office of Management and Budget",On the Motion to Proceed,
119,Senate,30,2025-02-03,1,30,59,38,-0.108,-0.994,-0.414,-0.275,-16.115,PN1115,Nomination Confirmed,"Christopher Wright, of Colorado, to be Secretary of Energy",On the Nomination,
119,Senate,31,2025-02-03,1,31,52,46,-0.009,-0.349,-0.705,0.308,-0.062,PN112,Cloture Motion Agreed to,"Pamela Bondi, of Florida, to be Attorney General",On the Cloture Motion,
119,Senate,32,2025-02-04,1,32,77,23,0.178,-0.984,-0.203,-0.747,-26.521,PN115,Nomination Confirmed,"Douglas Collins, of Georgia, to be Secretary of Veterans Affairs",On the Nomination,
119,Senate,33,2025-02-04,1,33,54,46,-0.112,-0.023,-0.708,-0.301,-2.23,PN112,Nomination Confirmed,"Pamela Bondi, of Florida, to be Attorney General",On the Nomination,
119,Senate,34,2025-02-04,1,34,55,45,0.086,0.996,-0.367,0.254,-7.618,PN1114,Cloture Motion Agreed to,"Eric Turner, of Texas, to be Secretary of Housing and Urban Development",On the Cloture Motion,
119,Senate,35,2025-02-05,1,35,55,44,0.167,0.986,-0.478,0.563,-7.78,PN1114,Nomination Confirmed,"Eric Turner, of Texas, to be Secretary of Housing and Urban Development",On the Nomination,
119,Senate,36,2025-02-05,1,36,53,47,-0.006,-0.316,-0.701,0.36,-0.064,PN1122,Cloture Motion Agreed to,"Russell Vought, of Virginia, to be Director of the Office of Management and Budget",On the Cloture Motion,
119,Senate,37,2025-02-06,1,37,53,47,-0.005,-0.3,-0.699,0.385,-0.064,PN1122,Nomination Confirmed,"Russell Vought, of Virginia, to be Director of the Office of Management and Budget",On the Nomination,
119,Senate,38,2025-02-06,1,38,52,47,-0.005,-0.3,-0.699,0.385,-0.064,PN1122,Motion to Table Agreed to,"Russell Vought, of Virginia, to be Director of the Office of Management and Budget",On the Motion to Table,
119,Senate,39,2025-02-06,1,39,52,47,-0.005,-0.3,-0.699,0.385,-0.064,PN1122,Motion to Proceed Agreed to,"Russell Vought, of Virginia, to be Director of the Office of Management and Budget",On the Motion to Proceed,
119,Senate,40,2025-02-06,1,40,52,46,-0.005,-0.299,-0.699,0.385,-0.064,PN1116,Motion to Proceed Agreed to,"Tulsi Gabbard, of Hawaii, to be Director of National Intelligence",On the Motion to Proceed,
119,Senate,41,2025-02-06,1,41,52,47,-0.005,-0.3,-0.699,0.385,-0.064,PN1116,Motion to Proceed Agreed to,"Tulsi Gabbard, of Hawaii, to be Director of National Intelligence",On the Motion to Proceed,
119,Senate,42,2025-02-06,1,42,52,47,-0.005,-0.3,-0.699,0.385,-0.064,PN118,Motion to Proceed Agreed to,"Robert F. Kennedy, Jr., of California, to be Secretary of Health and Human Services",On the Motion to Proceed,
119,Senate,43,2025-02-06,1,43,52,46,-0.005,-0.298,-0.699,0.386,-0.063,PN118,Motion to Proceed Agreed to,"Robert F. Kennedy, Jr., of California, to be Secretary of Health and Human Services",On the Motion to Proceed,
119,Senate,44,2025-02-06,1,44,52,46,-0.009,-0.311,-0.7,0.37,-0.059,PN119,Motion to Proceed Agreed to,"Howard Lutnick, of New York, to be Secretary of Commerce",On the Motion to Proceed,
119,Senate,45,2025-02-06,1,45,51,46,-0.009,-0.311,-0.7,0.37,-0.059,PN119,Motion to Proceed Agreed to,"Howard Lutnick, of New York, to be Secretary of Commerce",On the Motion to Proceed,
119,Senate,46,2025-02-06,1,46,52,46,-0.009,-0.311,-0.7,0.37,-0.059,PN1112,Motion to Proceed Agreed to,"Brooke Rollins, of Texas, to be Secretary of Agriculture",On the Motion to Proceed,
119,Senate,47,2025-02-06,1,47,53,46,-0.009,-0.311,-0.7,0.37,-0.059,PN1112,Motion to Proceed Agreed to,"Brooke Rollins, of Texas, to be Secretary of Agriculture",On the Motion to Proceed,
119,Senate,48,2025-02-06,1,48,53,45,-0.009,-0.311,-0.7,0.37,-0.059,PN1118,Motion to Proceed Agreed to,"Kelly Loeffler, of Georgia, to be Administrator of the Small Business Administration",On the Motion to Proceed,
119,Senate,49,2025-02-10,1,49,52,46,-0.009,-0.311,-0.7,0.371,-0.059,PN1116,Cloture Motion Agreed to,"Tulsi Gabbard, of Hawaii, to be Director of National Intelligence",On the Cloture Motion,
119,Senate,50,2025-02-12,1,50,52,48,-0.004,-0.81,-0.33,0.257,-5.377,PN1116,Nomination Confirmed,"Tulsi Gabbard, of Hawaii, to be Director of National Intelligence",On the Nomination,
119,Senate,51,2025-02-12,1,51,53,47,-0.005,-0.297,-0.698,0.389,-0.063,PN118,Cloture Motion Agreed to,"Robert F. Kennedy, Jr., of California, to be Secretary of Health and Human Services",On the Cloture Motion,
119,Senate,52,2025-02-13,1,52,52,48,-0.007,-0.828,-0.333,0.26,-5.38,PN118,Nomination Confirmed,"Robert F. Kennedy, Jr., of California, to be Secretary of Health and Human Services",On the Nomination,
119,Senate,53,2025-02-13,1,53,72,28,0.244,-0.97,-0.183,-0.64,-27.822,PN1112,Nomination Confirmed,"Brooke Rollins, of Texas, to be Secretary of Agriculture",On the Nomination,
119,Senate,54,2025-02-13,1,54,52,45,-0.005,-0.301,-0.699,0.386,-0.063,PN119,Cloture Motion Agreed to,"Howard Lutnick, of New York, to be Secretary of Commerce",On the Cloture Motion,
119,Senate,55,2025-02-13,1,55,51,43,-0.079,-0.16,-0.603,-0.919,-4.987,PN1118,Cloture Motion Agreed to,"Kelly Loeffler, of Georgia, to be Administrator of the Small Business Administration",On the Cloture Motion,
119,Senate,56,2025-02-18,1,56,48,45,-0.007,-0.309,-0.697,0.398,-0.062,PN1235,Motion to Proceed Agreed to,"Kashyap Patel, of Nevada, to be Director of the Federal Bureau of Investigation for a term of ten years",On the Motion to Proceed,
119,Senate,57,2025-02-18,1,57,51,45,-0.006,-0.299,-0.698,0.388,-0.063,PN119,Nomination Confirmed,"Howard Lutnick, of New York, to be Secretary of Commerce",On the Nomination,
119,Senate,58,2025-02-18,1,58,50,47,-0.269,0.963,-0.449,-0.689,-4.699,SCONRES7,Motion to Proceed Agreed to,An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2025 and setting forth the appropriate budgetary levels for fiscal years 2026 through 2034.,On the Motion to Proceed,
119,Senate,59,2025-02-19,1,59,52,46,0.04,-0.581,-0.64,-0.779,-3.51,PN1118,Nomination Confirmed,"Kelly Loeffler, of Georgia, to be Administrator of the Small Business Administration",On the Nomination,
119,Senate,60,2025-02-20,1,60,51,47,0.129,-0.234,-0.647,-0.714,-0.571,PN1235,Cloture Motion Agreed to,"Kashyap Patel, of Nevada, to be Director of the Federal Bureau of Investigation for a term of ten years",On the Cloture Motion,
119,Senate,61,2025-02-20,1,61,51,49,0.227,-0.182,-0.613,-0.871,-0.579,PN1235,Nomination Confirmed,"Kashyap Patel, of Nevada, to be Director of the Federal Bureau of Investigation for a term of ten years",On the Nomination,
119,Senate,62,2025-02-20,1,62,47,52,0.129,-0.234,0.647,0.713,-0.575,SCONRES7,Motion Rejected,To prevent unwarranted tax cuts for the ultra-rich.,On the Motion,
119,Senate,63,2025-02-20,1,63,48,52,0.129,-0.233,0.647,0.711,-0.575,SCONRES7,Motion Rejected,To stop tax cuts for the ultra-rich while families struggle to put food on the table.,On the Motion,
119,Senate,64,2025-02-20,1,64,48,52,-0.266,0.964,0.408,0.635,-5.17,SCONRES7,Amendment Rejected,To establish a deficit-neutral reserve fund relating to the impacts of hedge fund ownership of single-family homes and rent prices.,On the Amendment,
119,Senate,65,2025-02-20,1,65,47,53,-0.005,-0.282,0.696,-0.411,-0.063,SCONRES7,Motion Rejected,To create a point of order against any reconciliation bill that would not decrease the cost of housing for American families.,On the Motion,
119,Senate,66,2025-02-20,1,66,47,53,-0.005,-0.282,0.696,-0.411,-0.063,SCONRES7,Amendment Rejected,"To strike the reconciliation instructions and create a reserve fund to implement a bipartisan, multi-year agreement to provide up to $171,000,000,000 in discretionary funding for defense and up to $171,000,000,000 in discretionary funding for other programs, accounts, and activities to address border, veterans, farmers, food and nutrition, disaster relief, and other needs.",On the Amendment,
119,Senate,67,2025-02-20,1,67,47,53,-0.005,-0.282,0.696,-0.411,-0.063,SCONRES7,Motion Rejected,"To create a point of order against legislation that would raise energy costs for Americans, including higher monthly electricity bills, building material expenses, and transportation costs.",On the Motion,
119,Senate,68,2025-02-20,1,68,48,52,0.159,0.987,0.951,-0.085,-2.212,SCONRES7,Amendment Rejected,"To establish a deficit-neutral reserve fund relating to reinstating the fired Federal employees at the Forest Service, National Park Service, United States Fish and Wildlife Service, and Bureau of Land Management.",On the Amendment,
119,Senate,69,2025-02-20,1,69,48,52,-0.132,-0.991,0.402,-0.487,-5.581,SCONRES7,Amendment Rejected,To establish a deficit-neutral reserve fund relating to supporting Federal wildland firefighters and associated personnel.,On the Amendment,
119,Senate,70,2025-02-20,1,70,51,49,-0.175,0.985,-0.289,-0.387,-9.417,SCONRES7,Amendment Agreed to,To establish a deficit-neutral reserve fund relating to protecting Medicare and Medicaid.,On the Amendment,
119,Senate,71,2025-02-20,1,71,49,51,-0.276,0.961,0.504,0.983,-4.689,SCONRES7,Motion Rejected,To prevent tax cuts for the wealthy if a single dollar of Medicaid funding is cut.,On the Motion,
119,Senate,72,2025-02-20,1,72,49,51,-0.276,0.961,0.504,0.983,-4.689,SCONRES7,Amendment Rejected,To establish a deficit-neutral reserve fund relating to protecting access to maternal and pediatric health care through Medicaid.,On the Amendment,
119,Senate,73,2025-02-20,1,73,47,53,-0.005,-0.282,0.696,-0.411,-0.063,SCONRES7,Motion Rejected,"To prevent millions of Americans from being kicked off their health coverage, suffering needlessly, getting sicker, and dying sooner.",On the Motion,
119,Senate,74,2025-02-21,1,74,48,52,0.129,-0.233,0.647,0.711,-0.575,SCONRES7,Motion Rejected,"To create a point of order against legislation that would take away health care from seniors, including those receiving care in nursing homes, through cuts to the Medicaid program.",On the Motion,
119,Senate,75,2025-02-21,1,75,49,51,-0.276,0.961,0.504,0.983,-4.689,SCONRES7,Motion Rejected,To create a point of order against legislation that would reduce Medicare and Medicaid benefits for Americans.,On the Motion,
119,Senate,76,2025-02-21,1,76,47,53,-0.005,-0.282,0.696,-0.411,-0.063,SCONRES7,Amendment Rejected,To ensure continued United States support for the Government of Ukraine to stand firm against aggression by the Government of Russia in Europe.,On the Amendment,
119,Senate,77,2025-02-21,1,77,24,76,0.563,0.826,-0.274,-0.05,-25.818,SCONRES7,Amendment Rejected,To require an adequate amount of deficit reduction as part of reconciliation.,On the Amendment,
119,Senate,78,2025-02-21,1,78,47,53,-0.005,-0.282,0.696,-0.411,-0.063,SCONRES7,Amendment Rejected,"To establish a deficit-neutral reserve fund relating to preventing reductions in funding and staffing necessary to respond to, control, and prevent avian flu.",On the Amendment,
119,Senate,79,2025-02-21,1,79,49,51,0.156,-0.988,0.323,-0.01,-6.229,SCONRES7,Motion Rejected,To create a point of order against legislation that would cut funding from the school lunch or school breakfast programs.,On the Motion,
119,Senate,80,2025-02-21,1,80,48,52,0.159,0.987,0.951,-0.085,-2.212,SCONRES7,Amendment Rejected,"To establish a deficit-neutral reserve fund relating to preserving and extending vital tax credits enacted under the Patient Protection and Affordable Care Act, which make heath care accessible and affordable and that have led to the lowest uninsured rate in our Nation's history.",On the Amendment,
119,Senate,81,2025-02-21,1,81,48,52,-0.132,-0.991,0.402,-0.487,-5.581,SCONRES7,Amendment Rejected,"To establish a deficit-neutral reserve fund relating to supporting police, which may include initiatives that provide funding directly to law enforcement agencies to hire or rehire additional career law enforcement officers in an effort to increase their community policing capacity and crime prevention efforts.",On the Amendment,
119,Senate,82,2025-02-21,1,82,49,51,0.227,-0.182,0.613,0.871,-0.579,SCONRES7,Amendment Rejected,"To establish a deficit-neutral reserve fund relating to protecting access to fertility services, and eliminating barriers for families in need of high-quality, affordable fertility services by expanding nationwide coverage for in vitro fertilization.",On the Amendment,
119,Senate,83,2025-02-21,1,83,47,52,-0.271,0.963,0.407,0.635,-5.052,SCONRES7,Amendment Rejected,"To ensure full and uninterrupted funding for Department of Veterans Affairs health care and benefits provided by the Sergeant First Class Heath Robinson Honoring our Promise to Address Comprehensive Toxics Act of 2022 (Public Law 117-168), also known as the ""PACT Act"", preventing any cuts or delays.",On the Amendment,
119,Senate,84,2025-02-21,1,84,47,53,-0.005,-0.282,0.696,-0.411,-0.063,SCONRES7,Amendment Rejected,To strike reconciliation instructions requiring damaging cuts to programs critical to rural Americans and food assistance for American families.,On the Amendment,
119,Senate,85,2025-02-21,1,85,53,47,-0.005,-0.282,-0.696,0.411,-0.063,SCONRES7,Amendment Agreed to,"To establish a deficit-neutral reserve fund relating to Congress continuing its work to rein in the administrative state by supporting legislation that prevents Federal agencies from finalizing major rules without congressional approval, strengthens the Article 1 law-making powers of Congress, cuts spending resulting from costly regulations, reduces inflation, and unleashes economic growth.",On the Amendment,
119,Senate,86,2025-02-21,1,86,49,51,-0.18,-0.984,0.297,-0.402,-11.689,SCONRES7,Amendment Rejected,To establish a deficit-neutral reserve fund relating to ending price gouging on prescription drugs.,On the Amendment,
119,Senate,87,2025-02-21,1,87,52,48,-0.27,0.963,-0.451,-0.694,-4.701,SCONRES7,Concurrent Resolution Agreed to,An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2025 and setting forth the appropriate budgetary levels for fiscal years 2026 through 2034.,On the Concurrent Resolution,
119,Senate,88,2025-02-24,1,88,66,28,-0.132,-0.991,-0.368,-0.398,-20.03,PN1212,Cloture Motion Agreed to,"Daniel Driscoll, of North Carolina, to be Secretary of the Army",On the Cloture Motion,
119,Senate,89,2025-02-24,1,89,55,42,-0.156,-0.194,-0.342,-0.004,-11.151,PN1117,Cloture Motion Agreed to,"Jamieson Greer, of Maryland, to be United States Trade Representative, with the rank of Ambassador",On the Cloture Motion,
119,Senate,90,2025-02-25,1,90,66,28,-0.365,0.616,-0.823,-0.459,-17.819,PN1212,Nomination Confirmed,"Daniel Driscoll, of North Carolina, to be Secretary of the Army",On the Nomination,
119,Senate,91,2025-02-25,1,91,54,42,0.106,-0.862,-0.614,-0.942,-8.681,SJRES11,Motion to Proceed Agreed to,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Ocean Energy Management relating to ""Protection of Marine Archaeological Resources"".",On the Motion to Proceed,
119,Senate,92,2025-02-25,1,92,54,44,0.105,-0.855,-0.614,-0.943,-8.696,SJRES11,Joint Resolution Passed,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Ocean Energy Management relating to ""Protection of Marine Archaeological Resources"".",On the Joint Resolution,
119,Senate,93,2025-02-25,1,93,51,47,-0.004,-0.278,-0.695,0.424,-0.062,PN1110,Motion to Proceed Agreed to,"Linda McMahon, of Connecticut, to be Secretary of Education",On the Motion to Proceed,
119,Senate,94,2025-02-26,1,94,56,43,-0.397,0.918,-0.39,-0.561,-15.688,PN1117,Nomination Confirmed,"Jamieson Greer, of Maryland, to be United States Trade Representative, with the rank of Ambassador",On the Nomination,
119,Senate,95,2025-02-26,1,95,47,52,-0.004,-0.276,0.695,-0.426,-0.062,SJRES10,Joint Resolution Defeated,A joint resolution terminating the national emergency declared with respect to energy.,On the Joint Resolution,
119,Senate,96,2025-02-26,1,96,52,47,-0.004,-0.276,-0.695,0.426,-0.062,SJRES12,Motion to Proceed Agreed to,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Waste Emissions Charge for Petroleum and Natural Gas Systems: Procedures for Facilitating Compliance, Including Netting and Exemptions"".",On the Motion to Proceed,
119,Senate,97,2025-02-27,1,97,52,47,-0.004,-0.276,-0.695,0.426,-0.062,HJRES35,Joint Resolution Passed,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Waste Emissions Charge for Petroleum and Natural Gas Systems: Procedures for Facilitating Compliance, Including Netting and Exemptions"".",On the Joint Resolution,
119,Senate,98,2025-02-27,1,98,51,47,-0.004,-0.276,-0.695,0.426,-0.062,PN1110,Cloture Motion Agreed to,"Linda McMahon, of Connecticut, to be Secretary of Education",On the Cloture Motion,
119,Senate,99,2025-03-03,1,99,51,45,-0.004,-0.288,-0.692,0.453,-0.06,PN1110,Nomination Confirmed,"Linda McMahon, of Connecticut, to be Secretary of Education",On the Nomination,
119,Senate,100,2025-03-03,1,100,51,45,-0.004,-0.288,-0.692,0.453,-0.06,S9,Cloture on the Motion to Proceed Rejected,"A bill to provide that for purposes of determining compliance with title IX of the Education Amendments of 1972 in athletics, sex shall be recognized based solely on a person's reproductive biology and genetics at birth.",On Cloture on the Motion to Proceed,
119,Senate,101,2025-03-04,1,101,70,28,0.332,-0.943,-0.147,-0.591,-28.145,SJRES3,Motion to Proceed Agreed to,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Internal Revenue Service relating to ""Gross Proceeds Reporting by Brokers That Regularly Provide Services Effectuating Digital Asset Sales"".",On the Motion to Proceed,
119,Senate,102,2025-03-04,1,102,70,27,0.312,-0.95,-0.151,-0.613,-27.954,SJRES3,Joint Resolution Passed,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Internal Revenue Service relating to ""Gross Proceeds Reporting by Brokers That Regularly Provide Services Effectuating Digital Asset Sales"".",On the Joint Resolution,
119,Senate,103,2025-03-04,1,103,50,47,-0.308,0.951,-0.449,-0.786,-5.043,SJRES28,Motion to Proceed Agreed to,"A joint resolution disapproving the rule submitted by the Bureau of Consumer Financial Protection relating to ""Defining Larger Participants of a Market for General-Use Digital Consumer Payment Applications"".",On the Motion to Proceed,
119,Senate,104,2025-03-05,1,104,51,46,-0.0,-0.25,-0.692,0.454,-0.058,PN125,Cloture Motion Agreed to,"Todd Blanche, of Florida, to be Deputy Attorney General",On the Cloture Motion,
119,Senate,105,2025-03-05,1,105,52,46,-0.003,-0.254,-0.693,0.442,-0.062,PN125,Nomination Confirmed,"Todd Blanche, of Florida, to be Deputy Attorney General",On the Nomination,
119,Senate,106,2025-03-05,1,106,51,47,-0.282,0.959,-0.417,-0.671,-5.091,SJRES28,Joint Resolution Passed,"A joint resolution disapproving the rule submitted by the Bureau of Consumer Financial Protection relating to ""Defining Larger Participants of a Market for General-Use Digital Consumer Payment Applications"".",On the Joint Resolution,
119,Senate,107,2025-03-06,1,107,53,43,-0.106,-0.231,-0.435,0.363,-3.906,PN1214,Cloture Motion Agreed to,"Troy Edgar, of California, to be Deputy Secretary of Homeland Security",On the Cloture Motion,
119,Senate,108,2025-03-06,1,108,53,43,-0.105,-0.229,-0.435,0.362,-3.907,PN1214,Nomination Confirmed,"Troy Edgar, of California, to be Deputy Secretary of Homeland Security",On the Nomination,
119,Senate,109,2025-03-06,1,109,66,30,-0.465,0.257,-0.435,-1.335,-16.795,PN114,Cloture Motion Agreed to,"Lori Chavez-DeRemer, of Oregon, to be Secretary of Labor",On the Cloture Motion,
119,Senate,110,2025-03-06,1,110,82,12,-0.495,0.869,-0.367,-0.088,-21.624,S331,Cloture on the Motion to Proceed Agreed to,"A bill to amend the Controlled Substances Act with respect to the scheduling of fentanyl-related substances, and for other purposes.",On Cloture on the Motion to Proceed,
119,Senate,111,2025-03-10,1,111,67,32,-0.65,0.59,-0.451,-1.397,-26.428,PN114,Nomination Confirmed,"Lori Chavez-DeRemer, of Oregon, to be Secretary of Labor",On the Nomination,
119,Senate,112,2025-03-11,1,112,51,46,-0.302,0.953,-0.484,-0.813,-4.61,PN132,Cloture Motion Agreed to,"Steven Bradbury, of Virginia, to be Deputy Secretary of Transportation",On the Cloture Motion,
119,Senate,113,2025-03-11,1,113,51,46,-0.302,0.953,-0.484,-0.813,-4.61,PN132,Nomination Confirmed,"Steven Bradbury, of Virginia, to be Deputy Secretary of Transportation",On the Nomination,
119,Senate,114,2025-03-11,1,114,77,19,-0.025,-0.99,-0.109,-0.332,-32.966,PN1241,Cloture Motion Agreed to,"Abigail Slater, of the District of Columbia, to be an Assistant Attorney General",On the Cloture Motion,
119,Senate,115,2025-03-11,1,115,78,19,-0.344,0.939,-0.214,0.082,-30.405,PN1241,Nomination Confirmed,"Abigail Slater, of the District of Columbia, to be an Assistant Attorney General",On the Nomination,
119,Senate,116,2025-03-12,1,116,52,45,-0.003,-0.248,-0.693,0.447,-0.062,PN19,Cloture Motion Agreed to,"Stephen Miran, of New York, to be Chairman of the Council of Economic Advisers",On the Cloture Motion,
119,Senate,117,2025-03-12,1,117,53,46,-0.003,-0.248,-0.693,0.447,-0.062,PN19,Nomination Confirmed,"Stephen Miran, of New York, to be Chairman of the Council of Economic Advisers",On the Nomination,
119,Senate,118,2025-03-12,1,118,53,45,-0.003,-0.248,-0.693,0.447,-0.062,PN1242,Cloture Motion Agreed to,"Keith Sonderling, of Florida, to be Deputy Secretary of Labor",On the Cloture Motion,
119,Senate,119,2025-03-12,1,119,53,46,-0.003,-0.248,-0.693,0.447,-0.062,PN1242,Nomination Confirmed,"Keith Sonderling, of Florida, to be Deputy Secretary of Labor",On the Nomination,
